2016-12-13 14:03:48.062 +02:00 [Information] Version 1.9
2016-12-13 14:03:48.398 +02:00 [Verbose] Date: 1937/09/01 08:00; Rainfall: 
2016-12-13 14:03:48.704 +02:00 [Verbose] Date: 1944/09/03 14:00; Rainfall: 35.306
2016-12-13 14:03:48.704 +02:00 [Verbose] Date: 1944/09/04 08:00; Rainfall: 
2016-12-13 14:03:48.704 +02:00 [Verbose] Date: 1944/09/04 14:00; Rainfall: 
2016-12-13 14:03:48.704 +02:00 [Verbose] Date: 1944/09/05 08:00; Rainfall: 
2016-12-13 14:03:48.705 +02:00 [Verbose] Date: 1944/09/05 14:00; Rainfall: 
2016-12-13 14:03:48.705 +02:00 [Verbose] Date: 1944/09/06 08:00; Rainfall: 
2016-12-13 14:03:48.705 +02:00 [Verbose] Date: 1944/09/06 14:00; Rainfall: 
2016-12-13 14:03:48.705 +02:00 [Verbose] Date: 1944/09/07 08:00; Rainfall: 
2016-12-13 14:03:48.705 +02:00 [Verbose] Date: 1944/09/07 14:00; Rainfall: 
2016-12-13 14:03:48.705 +02:00 [Verbose] Date: 1944/09/08 08:00; Rainfall: 
2016-12-13 14:03:48.705 +02:00 [Verbose] Date: 1944/09/08 14:00; Rainfall: 
2016-12-13 14:03:48.705 +02:00 [Verbose] Date: 1944/09/09 08:00; Rainfall: 
2016-12-13 14:03:48.705 +02:00 [Verbose] Date: 1944/09/09 14:00; Rainfall: 
2016-12-13 14:03:48.705 +02:00 [Verbose] Date: 1944/09/10 08:00; Rainfall: 
2016-12-13 14:03:48.705 +02:00 [Verbose] Date: 1944/09/10 14:00; Rainfall: 
2016-12-13 14:03:48.705 +02:00 [Verbose] Date: 1944/09/11 08:00; Rainfall: 
2016-12-13 14:03:48.705 +02:00 [Verbose] Date: 1944/09/11 14:00; Rainfall: 
2016-12-13 14:03:48.705 +02:00 [Verbose] Date: 1944/09/12 08:00; Rainfall: 
2016-12-13 14:03:48.705 +02:00 [Verbose] Date: 1944/09/12 14:00; Rainfall: 
2016-12-13 14:03:48.705 +02:00 [Verbose] Date: 1944/09/13 08:00; Rainfall: 
2016-12-13 14:03:48.705 +02:00 [Verbose] Date: 1944/09/13 14:00; Rainfall: 
2016-12-13 14:03:48.705 +02:00 [Verbose] Date: 1944/09/14 08:00; Rainfall: 
2016-12-13 14:03:48.705 +02:00 [Verbose] Date: 1944/09/14 14:00; Rainfall: 
2016-12-13 14:03:48.705 +02:00 [Verbose] Date: 1944/09/15 08:00; Rainfall: 
2016-12-13 14:03:48.705 +02:00 [Verbose] Date: 1944/09/15 14:00; Rainfall: 
2016-12-13 14:03:48.705 +02:00 [Verbose] Date: 1944/09/16 08:00; Rainfall: 
2016-12-13 14:03:48.705 +02:00 [Verbose] Date: 1944/09/16 14:00; Rainfall: 
2016-12-13 14:03:48.705 +02:00 [Verbose] Date: 1944/09/17 08:00; Rainfall: 
2016-12-13 14:03:48.705 +02:00 [Verbose] Date: 1944/09/17 14:00; Rainfall: 
2016-12-13 14:03:48.705 +02:00 [Verbose] Date: 1944/09/18 08:00; Rainfall: 
2016-12-13 14:03:48.705 +02:00 [Verbose] Date: 1944/09/18 14:00; Rainfall: 
2016-12-13 14:03:48.705 +02:00 [Verbose] Date: 1944/09/19 08:00; Rainfall: 
2016-12-13 14:03:48.705 +02:00 [Verbose] Date: 1944/09/19 14:00; Rainfall: 
2016-12-13 14:03:48.705 +02:00 [Verbose] Date: 1944/09/20 08:00; Rainfall: 
2016-12-13 14:03:48.705 +02:00 [Verbose] Date: 1944/09/20 14:00; Rainfall: 8.128
2016-12-13 14:03:48.705 +02:00 [Verbose] Date: 1944/09/21 08:00; Rainfall: 4.318
2016-12-13 14:03:48.705 +02:00 [Verbose] Date: 1944/09/21 14:00; Rainfall: 
2016-12-13 14:03:48.706 +02:00 [Verbose] Date: 1944/09/22 08:00; Rainfall: 
2016-12-13 14:03:48.706 +02:00 [Verbose] Date: 1944/09/22 14:00; Rainfall: 
2016-12-13 14:03:48.706 +02:00 [Verbose] Date: 1944/09/23 08:00; Rainfall: 
2016-12-13 14:03:48.706 +02:00 [Verbose] Date: 1944/09/23 14:00; Rainfall: 
2016-12-13 14:03:48.706 +02:00 [Verbose] Date: 1944/09/24 08:00; Rainfall: 
2016-12-13 14:03:48.706 +02:00 [Verbose] Date: 1944/09/24 14:00; Rainfall: 
2016-12-13 14:03:48.706 +02:00 [Verbose] Date: 1944/09/25 08:00; Rainfall: 
2016-12-13 14:03:48.706 +02:00 [Verbose] Date: 1944/09/25 14:00; Rainfall: 
2016-12-13 14:03:48.706 +02:00 [Verbose] Date: 1944/09/26 08:00; Rainfall: 
2016-12-13 14:03:48.706 +02:00 [Verbose] Date: 1944/09/26 14:00; Rainfall: 
2016-12-13 14:03:48.706 +02:00 [Verbose] Date: 1944/09/27 08:00; Rainfall: 
2016-12-13 14:03:48.706 +02:00 [Verbose] Date: 1944/09/27 14:00; Rainfall: 
2016-12-13 14:03:48.706 +02:00 [Verbose] Date: 1944/09/28 08:00; Rainfall: 
2016-12-13 14:03:48.706 +02:00 [Verbose] Date: 1944/09/28 14:00; Rainfall: 
2016-12-13 14:03:48.706 +02:00 [Verbose] Date: 1944/09/29 08:00; Rainfall: 
2016-12-13 14:03:48.706 +02:00 [Verbose] Date: 1944/09/29 14:00; Rainfall: 
2016-12-13 14:03:48.706 +02:00 [Verbose] Date: 1944/09/30 08:00; Rainfall: 
2016-12-13 14:03:48.706 +02:00 [Verbose] Date: 1944/09/30 14:00; Rainfall: 
2016-12-13 14:03:48.706 +02:00 [Verbose] Date: 1944/10/01 08:00; Rainfall: 
2016-12-13 14:03:48.706 +02:00 [Verbose] Date: 1944/10/01 14:00; Rainfall: 
2016-12-13 14:03:48.706 +02:00 [Verbose] Date: 1944/10/02 08:00; Rainfall: 
2016-12-13 14:03:48.706 +02:00 [Verbose] Date: 1944/10/02 14:00; Rainfall: 
2016-12-13 14:03:48.706 +02:00 [Verbose] Date: 1944/10/03 08:00; Rainfall: 
2016-12-13 14:03:48.706 +02:00 [Verbose] Date: 1944/10/03 14:00; Rainfall: 
2016-12-13 14:03:48.706 +02:00 [Verbose] Date: 1944/10/04 08:00; Rainfall: 
2016-12-13 14:03:48.706 +02:00 [Verbose] Date: 1944/10/04 14:00; Rainfall: 
2016-12-13 14:03:48.706 +02:00 [Verbose] Date: 1944/10/05 08:00; Rainfall: 
2016-12-13 14:03:48.706 +02:00 [Verbose] Date: 1944/10/05 14:00; Rainfall: 
2016-12-13 14:03:48.706 +02:00 [Verbose] Date: 1944/10/06 08:00; Rainfall: 
2016-12-13 14:03:48.706 +02:00 [Verbose] Date: 1944/10/06 14:00; Rainfall: 
2016-12-13 14:03:48.706 +02:00 [Verbose] Date: 1944/10/07 08:00; Rainfall: 
2016-12-13 14:03:48.706 +02:00 [Verbose] Date: 1944/10/07 14:00; Rainfall: 
2016-12-13 14:03:48.706 +02:00 [Verbose] Date: 1944/10/08 08:00; Rainfall: 
2016-12-13 14:03:48.706 +02:00 [Verbose] Date: 1944/10/08 14:00; Rainfall: 
2016-12-13 14:03:48.707 +02:00 [Verbose] Date: 1944/10/09 08:00; Rainfall: 
2016-12-13 14:03:48.707 +02:00 [Verbose] Date: 1944/10/09 14:00; Rainfall: 
2016-12-13 14:03:48.707 +02:00 [Verbose] Date: 1944/10/10 08:00; Rainfall: 
2016-12-13 14:03:48.707 +02:00 [Verbose] Date: 1944/10/10 14:00; Rainfall: 
2016-12-13 14:03:48.707 +02:00 [Verbose] Date: 1944/10/11 08:00; Rainfall: 
2016-12-13 14:03:48.707 +02:00 [Verbose] Date: 1944/10/11 14:00; Rainfall: 11.684
2016-12-13 14:03:48.707 +02:00 [Verbose] Date: 1944/10/12 08:00; Rainfall: 
2016-12-13 14:03:48.707 +02:00 [Verbose] Date: 1944/10/12 14:00; Rainfall: 
2016-12-13 14:03:48.707 +02:00 [Verbose] Date: 1944/10/13 08:00; Rainfall: 
2016-12-13 14:03:48.707 +02:00 [Verbose] Date: 1944/10/13 14:00; Rainfall: 
2016-12-13 14:03:48.707 +02:00 [Verbose] Date: 1944/10/14 08:00; Rainfall: 
2016-12-13 14:03:48.707 +02:00 [Verbose] Date: 1944/10/14 14:00; Rainfall: 
2016-12-13 14:03:48.707 +02:00 [Verbose] Date: 1944/10/15 08:00; Rainfall: 
2016-12-13 14:03:48.707 +02:00 [Verbose] Date: 1944/10/15 14:00; Rainfall: 
2016-12-13 14:03:48.707 +02:00 [Verbose] Date: 1944/10/16 08:00; Rainfall: 
2016-12-13 14:03:48.707 +02:00 [Verbose] Date: 1944/10/16 14:00; Rainfall: 
2016-12-13 14:03:48.707 +02:00 [Verbose] Date: 1944/10/17 08:00; Rainfall: 
2016-12-13 14:03:48.707 +02:00 [Verbose] Date: 1944/10/17 14:00; Rainfall: 
2016-12-13 14:03:48.707 +02:00 [Verbose] Date: 1944/10/18 08:00; Rainfall: 
2016-12-13 14:03:48.707 +02:00 [Verbose] Date: 1944/10/18 14:00; Rainfall: 14.478
2016-12-13 14:03:48.707 +02:00 [Verbose] Date: 1944/10/19 08:00; Rainfall: 
2016-12-13 14:03:48.707 +02:00 [Verbose] Date: 1944/10/19 14:00; Rainfall: 
2016-12-13 14:03:48.707 +02:00 [Verbose] Date: 1944/10/20 08:00; Rainfall: 
2016-12-13 14:03:48.707 +02:00 [Verbose] Date: 1944/10/20 14:00; Rainfall: 
2016-12-13 14:03:48.707 +02:00 [Verbose] Date: 1944/10/21 08:00; Rainfall: 
2016-12-13 14:03:48.707 +02:00 [Verbose] Date: 1944/10/21 14:00; Rainfall: 
2016-12-13 14:03:48.707 +02:00 [Verbose] Date: 1944/10/22 08:00; Rainfall: 
2016-12-13 14:03:48.707 +02:00 [Verbose] Date: 1944/10/22 14:00; Rainfall: 
2016-12-13 14:03:48.707 +02:00 [Verbose] Date: 1944/10/23 08:00; Rainfall: 
2016-12-13 14:03:48.707 +02:00 [Verbose] Date: 1944/10/23 14:00; Rainfall: 22.86
2016-12-13 14:03:48.707 +02:00 [Verbose] Date: 1944/10/24 08:00; Rainfall: 
2016-12-13 14:03:48.707 +02:00 [Verbose] Date: 1944/10/24 14:00; Rainfall: 
2016-12-13 14:03:48.707 +02:00 [Verbose] Date: 1944/10/25 08:00; Rainfall: 
2016-12-13 14:03:48.707 +02:00 [Verbose] Date: 1944/10/25 14:00; Rainfall: 
2016-12-13 14:03:48.708 +02:00 [Verbose] Date: 1944/10/26 08:00; Rainfall: 
2016-12-13 14:03:48.708 +02:00 [Verbose] Date: 1944/10/26 14:00; Rainfall: 
2016-12-13 14:03:48.708 +02:00 [Verbose] Date: 1944/10/27 08:00; Rainfall: 
2016-12-13 14:03:48.708 +02:00 [Verbose] Date: 1944/10/27 14:00; Rainfall: 
2016-12-13 14:03:48.708 +02:00 [Verbose] Date: 1944/10/28 08:00; Rainfall: 
2016-12-13 14:03:48.708 +02:00 [Verbose] Date: 1944/10/28 14:00; Rainfall: 
2016-12-13 14:03:48.708 +02:00 [Verbose] Date: 1944/10/29 08:00; Rainfall: 
2016-12-13 14:03:48.708 +02:00 [Verbose] Date: 1944/10/29 14:00; Rainfall: 
2016-12-13 14:03:48.708 +02:00 [Verbose] Date: 1944/10/30 08:00; Rainfall: 
2016-12-13 14:03:48.708 +02:00 [Verbose] Date: 1944/10/30 14:00; Rainfall: 
2016-12-13 14:03:48.708 +02:00 [Verbose] Date: 1944/10/31 08:00; Rainfall: 
2016-12-13 14:03:48.708 +02:00 [Verbose] Date: 1944/10/31 14:00; Rainfall: 
2016-12-13 14:03:48.708 +02:00 [Verbose] Date: 1944/11/01 08:00; Rainfall: 
2016-12-13 14:03:48.708 +02:00 [Verbose] Date: 1944/11/01 14:00; Rainfall: 
2016-12-13 14:03:48.708 +02:00 [Verbose] Date: 1944/11/02 08:00; Rainfall: 
2016-12-13 14:03:48.708 +02:00 [Verbose] Date: 1944/11/02 14:00; Rainfall: 
2016-12-13 14:03:48.708 +02:00 [Verbose] Date: 1944/11/03 08:00; Rainfall: 
2016-12-13 14:03:48.708 +02:00 [Verbose] Date: 1944/11/03 14:00; Rainfall: 
2016-12-13 14:03:48.708 +02:00 [Verbose] Date: 1944/11/04 08:00; Rainfall: 
2016-12-13 14:03:48.708 +02:00 [Verbose] Date: 1944/11/04 14:00; Rainfall: 
2016-12-13 14:03:48.708 +02:00 [Verbose] Date: 1944/11/05 08:00; Rainfall: 
2016-12-13 14:03:48.708 +02:00 [Verbose] Date: 1944/11/05 14:00; Rainfall: 
2016-12-13 14:03:48.708 +02:00 [Verbose] Date: 1944/11/06 08:00; Rainfall: 
2016-12-13 14:03:48.708 +02:00 [Verbose] Date: 1944/11/06 14:00; Rainfall: 
2016-12-13 14:03:48.708 +02:00 [Verbose] Date: 1944/11/07 08:00; Rainfall: 
2016-12-13 14:03:48.708 +02:00 [Verbose] Date: 1944/11/07 14:00; Rainfall: 
2016-12-13 14:03:48.708 +02:00 [Verbose] Date: 1944/11/08 08:00; Rainfall: 
2016-12-13 14:03:48.709 +02:00 [Verbose] Date: 1944/11/08 14:00; Rainfall: 
2016-12-13 14:03:48.709 +02:00 [Verbose] Date: 1944/11/09 08:00; Rainfall: 
2016-12-13 14:03:48.709 +02:00 [Verbose] Date: 1944/11/09 14:00; Rainfall: 
2016-12-13 14:03:48.709 +02:00 [Verbose] Date: 1944/11/10 08:00; Rainfall: 
2016-12-13 14:03:48.709 +02:00 [Verbose] Date: 1944/11/10 14:00; Rainfall: 
2016-12-13 14:03:48.709 +02:00 [Verbose] Date: 1944/11/11 08:00; Rainfall: 
2016-12-13 14:03:48.709 +02:00 [Verbose] Date: 1944/11/11 14:00; Rainfall: 
2016-12-13 14:03:48.709 +02:00 [Verbose] Date: 1944/11/12 08:00; Rainfall: 
2016-12-13 14:03:48.709 +02:00 [Verbose] Date: 1944/11/12 14:00; Rainfall: 
2016-12-13 14:03:48.709 +02:00 [Verbose] Date: 1944/11/13 08:00; Rainfall: 
2016-12-13 14:03:48.709 +02:00 [Verbose] Date: 1944/11/13 14:00; Rainfall: 
2016-12-13 14:03:48.709 +02:00 [Verbose] Date: 1944/11/14 08:00; Rainfall: 
2016-12-13 14:03:48.709 +02:00 [Verbose] Date: 1944/11/14 14:00; Rainfall: 
2016-12-13 14:03:48.709 +02:00 [Verbose] Date: 1944/11/15 08:00; Rainfall: 
2016-12-13 14:03:48.709 +02:00 [Verbose] Date: 1944/11/15 14:00; Rainfall: 
2016-12-13 14:03:48.709 +02:00 [Verbose] Date: 1944/11/16 08:00; Rainfall: 
2016-12-13 14:03:48.709 +02:00 [Verbose] Date: 1944/11/16 14:00; Rainfall: 
2016-12-13 14:03:48.709 +02:00 [Verbose] Date: 1944/11/17 08:00; Rainfall: 
2016-12-13 14:03:48.709 +02:00 [Verbose] Date: 1944/11/17 14:00; Rainfall: 
2016-12-13 14:03:48.709 +02:00 [Verbose] Date: 1944/11/18 08:00; Rainfall: 
2016-12-13 14:03:48.710 +02:00 [Verbose] Date: 1944/11/18 14:00; Rainfall: 
2016-12-13 14:03:48.710 +02:00 [Verbose] Date: 1944/11/19 08:00; Rainfall: 
2016-12-13 14:03:48.710 +02:00 [Verbose] Date: 1944/11/19 14:00; Rainfall: 
2016-12-13 14:03:48.710 +02:00 [Verbose] Date: 1944/11/20 08:00; Rainfall: 
2016-12-13 14:03:48.710 +02:00 [Verbose] Date: 1944/11/20 14:00; Rainfall: 
2016-12-13 14:03:48.710 +02:00 [Verbose] Date: 1944/11/21 08:00; Rainfall: 
2016-12-13 14:03:48.710 +02:00 [Verbose] Date: 1944/11/21 14:00; Rainfall: 
2016-12-13 14:03:48.710 +02:00 [Verbose] Date: 1944/11/22 08:00; Rainfall: 
2016-12-13 14:03:48.710 +02:00 [Verbose] Date: 1944/11/22 14:00; Rainfall: 
2016-12-13 14:03:48.710 +02:00 [Verbose] Date: 1944/11/23 08:00; Rainfall: 
2016-12-13 14:03:48.710 +02:00 [Verbose] Date: 1944/11/23 14:00; Rainfall: 
2016-12-13 14:03:48.710 +02:00 [Verbose] Date: 1944/11/24 08:00; Rainfall: 
2016-12-13 14:03:48.710 +02:00 [Verbose] Date: 1944/11/24 14:00; Rainfall: 
2016-12-13 14:03:48.710 +02:00 [Verbose] Date: 1944/11/25 08:00; Rainfall: 
2016-12-13 14:03:48.710 +02:00 [Verbose] Date: 1944/11/25 14:00; Rainfall: 
2016-12-13 14:03:48.710 +02:00 [Verbose] Date: 1944/11/26 08:00; Rainfall: 
2016-12-13 14:03:48.710 +02:00 [Verbose] Date: 1944/11/26 14:00; Rainfall: 
2016-12-13 14:03:48.710 +02:00 [Verbose] Date: 1944/11/27 08:00; Rainfall: 
2016-12-13 14:03:48.710 +02:00 [Verbose] Date: 1944/11/27 14:00; Rainfall: 
2016-12-13 14:03:48.710 +02:00 [Verbose] Date: 1944/11/28 08:00; Rainfall: 
2016-12-13 14:03:48.710 +02:00 [Verbose] Date: 1944/11/28 14:00; Rainfall: 
2016-12-13 14:03:48.710 +02:00 [Verbose] Date: 1944/11/29 08:00; Rainfall: 
2016-12-13 14:03:48.710 +02:00 [Verbose] Date: 1944/11/29 14:00; Rainfall: 
2016-12-13 14:03:48.710 +02:00 [Verbose] Date: 1944/11/30 08:00; Rainfall: 4.572
2016-12-13 14:03:48.710 +02:00 [Verbose] Date: 1944/11/30 14:00; Rainfall: 17.018
2016-12-13 14:03:48.710 +02:00 [Verbose] Date: 1944/12/01 08:00; Rainfall: 
2016-12-13 14:03:48.710 +02:00 [Verbose] Date: 1944/12/01 14:00; Rainfall: 
2016-12-13 14:03:48.710 +02:00 [Verbose] Date: 1944/12/02 08:00; Rainfall: 
2016-12-13 14:03:48.710 +02:00 [Verbose] Date: 1944/12/02 14:00; Rainfall: 
2016-12-13 14:03:48.710 +02:00 [Verbose] Date: 1944/12/03 08:00; Rainfall: 
2016-12-13 14:03:48.710 +02:00 [Verbose] Date: 1944/12/03 14:00; Rainfall: 
2016-12-13 14:03:48.710 +02:00 [Verbose] Date: 1944/12/04 08:00; Rainfall: 
2016-12-13 14:03:48.710 +02:00 [Verbose] Date: 1944/12/04 14:00; Rainfall: 
2016-12-13 14:03:48.710 +02:00 [Verbose] Date: 1944/12/05 08:00; Rainfall: 
2016-12-13 14:03:48.711 +02:00 [Verbose] Date: 1944/12/05 14:00; Rainfall: 
2016-12-13 14:03:48.711 +02:00 [Verbose] Date: 1944/12/06 08:00; Rainfall: 
2016-12-13 14:03:48.711 +02:00 [Verbose] Date: 1944/12/06 14:00; Rainfall: 
2016-12-13 14:03:48.711 +02:00 [Verbose] Date: 1944/12/07 08:00; Rainfall: 
2016-12-13 14:03:48.711 +02:00 [Verbose] Date: 1944/12/07 14:00; Rainfall: 
2016-12-13 14:03:48.711 +02:00 [Verbose] Date: 1944/12/08 08:00; Rainfall: 
2016-12-13 14:03:48.711 +02:00 [Verbose] Date: 1944/12/08 14:00; Rainfall: 
2016-12-13 14:03:48.711 +02:00 [Verbose] Date: 1944/12/09 08:00; Rainfall: 
2016-12-13 14:03:48.711 +02:00 [Verbose] Date: 1944/12/09 14:00; Rainfall: 
2016-12-13 14:03:48.711 +02:00 [Verbose] Date: 1944/12/10 08:00; Rainfall: 
2016-12-13 14:03:48.711 +02:00 [Verbose] Date: 1944/12/10 14:00; Rainfall: 
2016-12-13 14:03:48.711 +02:00 [Verbose] Date: 1944/12/11 08:00; Rainfall: 
2016-12-13 14:03:48.711 +02:00 [Verbose] Date: 1944/12/11 14:00; Rainfall: 
2016-12-13 14:03:48.711 +02:00 [Verbose] Date: 1944/12/12 08:00; Rainfall: 
2016-12-13 14:03:48.711 +02:00 [Verbose] Date: 1944/12/12 14:00; Rainfall: 
2016-12-13 14:03:48.711 +02:00 [Verbose] Date: 1944/12/13 08:00; Rainfall: 
2016-12-13 14:03:48.711 +02:00 [Verbose] Date: 1944/12/13 14:00; Rainfall: 
2016-12-13 14:03:48.711 +02:00 [Verbose] Date: 1944/12/14 08:00; Rainfall: 
2016-12-13 14:03:48.711 +02:00 [Verbose] Date: 1944/12/14 14:00; Rainfall: 
2016-12-13 14:03:48.711 +02:00 [Verbose] Date: 1944/12/15 08:00; Rainfall: 
2016-12-13 14:03:48.711 +02:00 [Verbose] Date: 1944/12/15 14:00; Rainfall: 
2016-12-13 14:03:48.711 +02:00 [Verbose] Date: 1944/12/16 08:00; Rainfall: 
2016-12-13 14:03:48.711 +02:00 [Verbose] Date: 1944/12/16 14:00; Rainfall: 
2016-12-13 14:03:48.711 +02:00 [Verbose] Date: 1944/12/17 08:00; Rainfall: 
2016-12-13 14:03:48.711 +02:00 [Verbose] Date: 1944/12/17 14:00; Rainfall: 
2016-12-13 14:03:48.711 +02:00 [Verbose] Date: 1944/12/18 08:00; Rainfall: 
2016-12-13 14:03:48.711 +02:00 [Verbose] Date: 1944/12/18 14:00; Rainfall: 
2016-12-13 14:03:48.711 +02:00 [Verbose] Date: 1944/12/19 08:00; Rainfall: 
2016-12-13 14:03:48.711 +02:00 [Verbose] Date: 1944/12/19 14:00; Rainfall: 
2016-12-13 14:03:48.711 +02:00 [Verbose] Date: 1944/12/20 08:00; Rainfall: 
2016-12-13 14:03:48.711 +02:00 [Verbose] Date: 1944/12/20 14:00; Rainfall: 
2016-12-13 14:03:48.711 +02:00 [Verbose] Date: 1944/12/21 08:00; Rainfall: 
2016-12-13 14:03:48.712 +02:00 [Verbose] Date: 1944/12/21 14:00; Rainfall: 
2016-12-13 14:03:48.712 +02:00 [Verbose] Date: 1944/12/22 08:00; Rainfall: 
2016-12-13 14:03:48.712 +02:00 [Verbose] Date: 1944/12/22 14:00; Rainfall: 
2016-12-13 14:03:48.712 +02:00 [Verbose] Date: 1944/12/23 08:00; Rainfall: 
2016-12-13 14:03:48.712 +02:00 [Verbose] Date: 1944/12/23 14:00; Rainfall: 
2016-12-13 14:03:48.712 +02:00 [Verbose] Date: 1944/12/24 08:00; Rainfall: 
2016-12-13 14:03:48.712 +02:00 [Verbose] Date: 1944/12/24 14:00; Rainfall: 
2016-12-13 14:03:48.712 +02:00 [Verbose] Date: 1944/12/25 08:00; Rainfall: 
2016-12-13 14:03:48.712 +02:00 [Verbose] Date: 1944/12/25 14:00; Rainfall: 
2016-12-13 14:03:48.712 +02:00 [Verbose] Date: 1944/12/26 08:00; Rainfall: 
2016-12-13 14:03:48.712 +02:00 [Verbose] Date: 1944/12/26 14:00; Rainfall: 
2016-12-13 14:03:48.712 +02:00 [Verbose] Date: 1944/12/27 08:00; Rainfall: 
2016-12-13 14:03:48.712 +02:00 [Verbose] Date: 1944/12/27 14:00; Rainfall: 7.874
2016-12-13 14:03:48.712 +02:00 [Verbose] Date: 1944/12/28 08:00; Rainfall: 
2016-12-13 14:03:48.712 +02:00 [Verbose] Date: 1944/12/28 14:00; Rainfall: 
2016-12-13 14:03:48.712 +02:00 [Verbose] Date: 1944/12/29 08:00; Rainfall: 
2016-12-13 14:03:48.712 +02:00 [Verbose] Date: 1944/12/29 14:00; Rainfall: 
2016-12-13 14:03:48.712 +02:00 [Verbose] Date: 1944/12/30 08:00; Rainfall: 
2016-12-13 14:03:48.712 +02:00 [Verbose] Date: 1944/12/30 14:00; Rainfall: 
2016-12-13 14:03:48.712 +02:00 [Verbose] Date: 1944/12/31 08:00; Rainfall: 
2016-12-13 14:03:48.712 +02:00 [Verbose] Date: 1944/12/31 14:00; Rainfall: 
2016-12-13 14:03:48.712 +02:00 [Verbose] Date: 1945/01/01 08:00; Rainfall: 
2016-12-13 14:03:48.712 +02:00 [Verbose] Date: 1945/01/01 14:00; Rainfall: 
2016-12-13 14:03:48.712 +02:00 [Verbose] Date: 1945/01/02 08:00; Rainfall: 
2016-12-13 14:03:48.712 +02:00 [Verbose] Date: 1945/01/02 14:00; Rainfall: 
2016-12-13 14:03:48.712 +02:00 [Verbose] Date: 1945/01/03 08:00; Rainfall: 
2016-12-13 14:03:48.712 +02:00 [Verbose] Date: 1945/01/03 14:00; Rainfall: 
2016-12-13 14:03:48.712 +02:00 [Verbose] Date: 1945/01/04 08:00; Rainfall: 
2016-12-13 14:03:48.712 +02:00 [Verbose] Date: 1945/01/04 14:00; Rainfall: 
2016-12-13 14:03:48.712 +02:00 [Verbose] Date: 1945/01/05 08:00; Rainfall: 
2016-12-13 14:03:48.712 +02:00 [Verbose] Date: 1945/01/05 14:00; Rainfall: 
2016-12-13 14:03:48.712 +02:00 [Verbose] Date: 1945/01/06 08:00; Rainfall: 
2016-12-13 14:03:48.712 +02:00 [Verbose] Date: 1945/01/06 14:00; Rainfall: 
2016-12-13 14:03:48.713 +02:00 [Verbose] Date: 1945/01/07 08:00; Rainfall: 
2016-12-13 14:03:48.713 +02:00 [Verbose] Date: 1945/01/07 14:00; Rainfall: 
2016-12-13 14:03:48.713 +02:00 [Verbose] Date: 1945/01/08 08:00; Rainfall: 
2016-12-13 14:03:48.713 +02:00 [Verbose] Date: 1945/01/08 14:00; Rainfall: 
2016-12-13 14:03:48.713 +02:00 [Verbose] Date: 1945/01/09 08:00; Rainfall: 
2016-12-13 14:03:48.713 +02:00 [Verbose] Date: 1945/01/09 14:00; Rainfall: 
2016-12-13 14:03:48.713 +02:00 [Verbose] Date: 1945/01/10 08:00; Rainfall: 
2016-12-13 14:03:48.713 +02:00 [Verbose] Date: 1945/01/10 14:00; Rainfall: 
2016-12-13 14:03:48.713 +02:00 [Verbose] Date: 1945/01/11 08:00; Rainfall: 
2016-12-13 14:03:48.713 +02:00 [Verbose] Date: 1945/01/11 14:00; Rainfall: 
2016-12-13 14:03:48.713 +02:00 [Verbose] Date: 1945/01/12 08:00; Rainfall: 
2016-12-13 14:03:48.713 +02:00 [Verbose] Date: 1945/01/12 14:00; Rainfall: 
2016-12-13 14:03:48.713 +02:00 [Verbose] Date: 1945/01/13 08:00; Rainfall: 
2016-12-13 14:03:48.713 +02:00 [Verbose] Date: 1945/01/13 14:00; Rainfall: 
2016-12-13 14:03:48.713 +02:00 [Verbose] Date: 1945/01/14 08:00; Rainfall: 
2016-12-13 14:03:48.713 +02:00 [Verbose] Date: 1945/01/14 14:00; Rainfall: 
2016-12-13 14:03:48.713 +02:00 [Verbose] Date: 1945/01/15 08:00; Rainfall: 
2016-12-13 14:03:48.713 +02:00 [Verbose] Date: 1945/01/15 14:00; Rainfall: 
2016-12-13 14:03:48.713 +02:00 [Verbose] Date: 1945/01/16 08:00; Rainfall: 
2016-12-13 14:03:48.713 +02:00 [Verbose] Date: 1945/01/16 14:00; Rainfall: 
2016-12-13 14:03:48.713 +02:00 [Verbose] Date: 1945/01/17 08:00; Rainfall: 
2016-12-13 14:03:48.713 +02:00 [Verbose] Date: 1945/01/17 14:00; Rainfall: 
2016-12-13 14:03:48.713 +02:00 [Verbose] Date: 1945/01/18 08:00; Rainfall: 
2016-12-13 14:03:48.713 +02:00 [Verbose] Date: 1945/01/18 14:00; Rainfall: 
2016-12-13 14:03:48.713 +02:00 [Verbose] Date: 1945/01/19 08:00; Rainfall: 
2016-12-13 14:03:48.713 +02:00 [Verbose] Date: 1945/01/19 14:00; Rainfall: 
2016-12-13 14:03:48.713 +02:00 [Verbose] Date: 1945/01/20 08:00; Rainfall: 
2016-12-13 14:03:48.713 +02:00 [Verbose] Date: 1945/01/20 14:00; Rainfall: 
2016-12-13 14:03:48.713 +02:00 [Verbose] Date: 1945/01/21 08:00; Rainfall: 
2016-12-13 14:03:48.713 +02:00 [Verbose] Date: 1945/01/21 14:00; Rainfall: 
2016-12-13 14:03:48.713 +02:00 [Verbose] Date: 1945/01/22 08:00; Rainfall: 
2016-12-13 14:03:48.713 +02:00 [Verbose] Date: 1945/01/22 14:00; Rainfall: 
